gene,mean_expression
BTBD16,0.0025791265
CEP83-DT,0.0025791265
SLC25A15,0.0025791265
AC017083.1,0.0025791265
RWDD3,0.0025791265
AC097103.2,0.0025791265
ZNF695,0.0025791265
IRF4,0.0025791265
FRMPD1,0.0025791265
AC147651.4,0.0025791265
FZD9,0.0025791265
ERICD,0.0025791265
AC016737.1,0.0025791265
SLAMF6,0.0025791265
AC068722.2,0.0025791265
ENTPD1-AS1,0.0025791265
AC092368.3,0.0025791265
AC104170.1,0.0025791265
VPS9D1-AS1,0.0025791265
GLDC,0.0025791265
PCAT7,0.0025540865
AC092745.1,0.0025540865
AC092279.1,0.0025540865
AL359715.3,0.0025540865
AL138966.2,0.0025540865
LINC01806,0.0025540865
AC123768.4,0.0025540865
OLR1,0.0025540865
AL731533.2,0.0025540865
FGF10,0.0025540865
GRIA3,0.0025540865
ATXN7,0.0025540865
EPOP,0.0025540865
XCL1,0.0025540865
EFHB,0.0025540865
PARP15,0.0025540865
LINC01013,0.0025540865
OXTR,0.0025540865
KIAA1257,0.0025540865
IFITM10,0.0025540865
FAM72D,0.0025290465
AC018413.1,0.0025290465
CD96,0.0025290465
MRPS30-DT,0.0025290465
SP140,0.0025290465
LINC02441,0.0025290465
AL159163.1,0.0025290465
AP001626.1,0.0025290465
CC2D2B,0.0025290465
C2orf27B,0.0025290465
KDM4D,0.0025290465
AP006333.2,0.0025290465
SULT1C4,0.0025290465
SKOR1,0.0025290465
AL356740.1,0.0025290465
DIRC3,0.0025290465
HIST1H1A,0.0025290465
PLK5,0.0025290465
CCDC188,0.0025290465
AC004466.1,0.0025290465
PHF24,0.0025040065
ELANE,0.0025040065
HTR7,0.0025040065
GABRB2,0.0025040065
AC026801.2,0.0025040065
TNKS2-AS1,0.0025040065
AL359397.2,0.0025040065
AKR1E2,0.0025040065
VENTX,0.0025040065
C2orf80,0.0025040065
CCNT2-AS1,0.0025040065
COMP,0.0025040065
PIH1D2,0.0025040065
KCTD21-AS1,0.0025040065
CDNF,0.0025040065
PROB1,0.0025040065
AC021491.4,0.0025040065
SAMD3,0.0025040065
AL121820.2,0.0025040065
ZNF252P-AS1,0.0025040065
C17orf82,0.0025040065
TEX45,0.0025040065
FO393401.1,0.0025040065
ABCB4,0.0025040065
CACNA1F,0.0024789663
CORT,0.0024789663
HIST1H2BK,0.0024789663
AC027237.3,0.0024789663
AC069549.1,0.0024789663
AC124319.3,0.0024789663
AC112484.3,0.0024789663
TMEM249,0.0024789663
PRNCR1,0.0024789663
Z83851.1,0.0024789663
PRSS57,0.0024789663
GYPB,0.0024789663
AC025165.4,0.0024789663
UPK3BL1,0.0024789663
LSMEM2,0.0024789663
AL049597.2,0.0024789663
AC106820.3,0.0024789663
AC133644.2,0.0024789663
AC026150.3,0.0024789663
OSMR-AS1,0.0024789663
HAS3,0.0024539263
AL354811.1,0.0024539263
PLA2G7,0.0024539263
C4orf47,0.0024539263
EYA1,0.0024539263
CXCR5,0.0024539263
LINC00908,0.0024539263
AC120498.8,0.0024539263
ADORA3,0.0024539263
CD101,0.0024539263
AL645929.2,0.0024539263
AC239803.3,0.0024539263
AC010487.2,0.0024539263
AP001267.3,0.0024539263
GRAP2,0.0024539263
AC013468.1,0.0024539263
MIR3142HG,0.0024539263
CLVS1,0.0024539263
ERBB4,0.0024539263
AL138995.1,0.0024539263
AC111182.1,0.0024539263
HSF2BP,0.0024288862
TAF1A-AS1,0.0024288862
CCDC60,0.0024288862
AC104118.1,0.0024288862
AP001330.5,0.0024288862
LINC01480,0.0024288862
DLEC1,0.0024288862
AL354861.2,0.0024288862
AL359643.3,0.0024288862
ELL3,0.0024288862
GHRLOS,0.0024288862
SPTA1,0.0024288862
AKAP3,0.0024288862
AL359715.1,0.0024288862
LINC00671,0.0024288862
C4orf50,0.0024288862
TMPRSS3,0.0024288862
MTMR7,0.0024038462
SERTM1,0.0024038462
AC079322.1,0.0024038462
ZMYND12,0.0024038462
TMEM89,0.0024038462
AC083964.1,0.0024038462
AL008718.2,0.0024038462
GALR1,0.0024038462
CTAG2,0.0024038462
XKR7,0.0024038462
AC068987.5,0.0024038462
CNKSR2,0.0024038462
AL021807.1,0.0024038462
AC007038.1,0.002378806
C5orf49,0.002378806
GPR150,0.002378806
AC069234.4,0.002378806
AC092117.1,0.002378806
AL133351.1,0.002378806
NOD2,0.002378806
EPB41L4A-DT,0.002378806
SLC25A21,0.002378806
LINC00930,0.002378806
AC016395.1,0.002378806
ZXDA,0.002378806
AL080250.1,0.002378806
AC012313.5,0.002378806
RBFOX3,0.002378806
MGAM,0.002378806
AC091153.3,0.002378806
KRTDAP,0.002353766
AC009318.1,0.002353766
TMEM233,0.002353766
AL021368.1,0.002353766
EXOC3L2,0.002353766
EFCAB5,0.002353766
SIGLEC14,0.002353766
AC010889.1,0.002353766
USP46-AS1,0.002353766
NEUROG3,0.002353766
MMP12,0.002353766
LINC01063,0.002353766
CRYBB2,0.002353766
FBXL18,0.002353766
SMKR1,0.002353766
LINC00323,0.002353766
GTF2H4,0.002353766
AL139384.2,0.002353766
PPP1R1C,0.002353766
C22orf31,0.002353766
AC103740.1,0.002353766
PRSS53,0.002353766
SLC24A4,0.002328726
AC016717.2,0.002328726
LINC01431,0.002328726
AC022400.6,0.002328726
DRAIC,0.002328726
RBFOX1,0.002328726
TSIX,0.002328726
AC005392.2,0.002328726
ZNF491,0.002328726
DNM1P35,0.002328726
CD244,0.002328726
C10orf95,0.002328726
AC105020.1,0.002328726
AL590560.1,0.002328726
OR51E2,0.002328726
LINC00954,0.002328726
SPOCD1,0.002328726
AHSG,0.002328726
EYA2,0.002328726
UTS2,0.002328726
CCKBR,0.002328726
CBLN4,0.002328726
AC018362.1,0.002328726
AC013553.3,0.002328726
TESPA1,0.002328726
AC027271.1,0.002303686
KCNG2,0.002303686
PPM1N,0.002303686
AC139795.2,0.002303686
AP003108.2,0.002303686
AL049775.1,0.002303686
HAPLN2,0.002303686
AP001412.1,0.002303686
GPR55,0.002303686
AC026471.1,0.002303686
SIGLEC9,0.002303686
AP000238.1,0.002303686
AL356489.3,0.002303686
ZNF670,0.002303686
EHMT2-AS1,0.002303686
AC073655.2,0.002303686
GNL3L,0.002303686
AP000223.1,0.002303686
MYH15,0.002303686
TMEM71,0.002303686
ACSL6,0.002303686
AC034229.4,0.002303686
AC090627.1,0.002303686
AC098484.2,0.002303686
AC012065.3,0.0022786458
LINC01976,0.0022786458
ZBTB9,0.0022786458
AC092807.3,0.0022786458
ZNF852,0.0022786458
GUCY2D,0.0022786458
KCNRG,0.0022786458
AF250324.1,0.0022786458
ELMOD1,0.0022786458
CACNA1S,0.0022786458
AC009318.2,0.0022786458
PTPN20,0.0022786458
GYPE,0.0022786458
AC092574.1,0.0022786458
RHAG,0.0022786458
MORC2-AS1,0.0022786458
CD226,0.0022536058
AC098864.1,0.0022536058
AC021205.3,0.0022536058
MKRN2OS,0.0022536058
LINC00987,0.0022536058
OTOA,0.0022536058
BNIPL,0.0022536058
AF233439.1,0.0022536058
CMC4,0.0022536058
LINGO2,0.0022536058
TNF,0.0022536058
AL391883.1,0.0022536058
AL390957.1,0.0022536058
SMAD5-AS1,0.0022536058
SEC14L5,0.0022536058
XKR5,0.0022536058
C8orf89,0.0022536058
LINC00605,0.0022536058
NEB,0.0022536058
PCDHGA1,0.0022285657
AL024508.2,0.0022285657
AP002986.1,0.0022285657
SLC12A9-AS1,0.0022285657
AC025034.1,0.0022285657
AC002070.1,0.0022285657
ADGRE2,0.0022285657
FTCDNL1,0.0022285657
LINC01550,0.0022285657
AC090739.1,0.0022285657
AC093388.1,0.0022285657
C2orf15,0.0022285657
AC092794.1,0.0022285657
CD3G,0.0022285657
AC068282.1,0.0022285657
KLRG1,0.0022285657
SLA2,0.0022285657
AC008764.6,0.0022285657
AL139289.2,0.0022285657
CAMTA1-DT,0.0022285657
CD200R1,0.0022035257
LINC01389,0.0022035257
CXCL10,0.0022035257
BRWD1-AS2,0.0022035257
CLCNKA,0.0022035257
RAD51,0.0022035257
AIM2,0.0022035257
SYT9,0.0022035257
MMP10,0.0022035257
AL359711.2,0.0022035257
AC117490.2,0.0022035257
AL354920.1,0.0022035257
AL139041.1,0.0022035257
AC010999.2,0.0022035257
GLS2,0.0022035257
GDF5,0.0022035257
HIST4H4,0.0022035257
CCL27,0.0022035257
FAM72C,0.0022035257
LINC01119,0.0022035257
AC090825.1,0.0022035257
IGF2-1,0.0022035257
AC004263.1,0.0021784855
HCN2,0.0021784855
AL390729.1,0.0021784855
AL158071.3,0.0021784855
PYCARD-AS1,0.0021784855
SIAH3,0.0021784855
AC018638.6,0.0021784855
AC007966.1,0.0021784855
AL662884.4,0.0021784855
AC005034.4,0.0021784855
AC006157.1,0.0021784855
PLPPR1,0.0021784855
GLIS1,0.0021784855
AP001610.2,0.0021784855
FCGR1A,0.0021784855
SPAAR,0.0021784855
AL109659.2,0.0021784855
AL023803.2,0.0021784855
AL365330.1,0.0021784855
AP001437.1,0.0021784855
TMEM202-AS1,0.0021784855
IGSF23,0.0021784855
AC007405.1,0.0021784855
LINC02554,0.0021784855
MYCNOS,0.0021784855
BHMT,0.0021534455
AL023583.1,0.0021534455
TUBB8,0.0021534455
LDLRAD2,0.0021534455
PEBP4,0.0021534455
IGSF5,0.0021534455
AC000068.2,0.0021534455
AC004825.2,0.0021534455
TSPO2,0.0021534455
AC010998.3,0.0021534455
TNS4,0.0021534455
AC024933.1,0.0021534455
AC106897.1,0.0021534455
AC009955.4,0.0021534455
AC087071.1,0.0021534455
ATP2A1,0.0021534455
AC023302.1,0.0021534455
IP6K3,0.0021534455
SELE,0.0021534455
CD300LG,0.0021534455
C1orf229,0.0021534455
FCER2,0.0021534455
GLYAT,0.0021534455
AC025175.1,0.0021534455
AL731566.2,0.0021534455
SH2D7,0.0021534455
AC245014.3,0.0021284055
DNAAF3,0.0021284055
AC004477.3,0.0021284055
LINC01954,0.0021284055
NPIPB13,0.0021284055
AC084809.2,0.0021284055
DHH,0.0021284055
TNNI3,0.0021284055
ADAMTS9-AS2,0.0021284055
AP000350.6,0.0021284055
AC073534.2,0.0021284055
AC016831.1,0.0021284055
CCDC65,0.0021284055
AC006449.2,0.0021284055
CLCN1,0.0021284055
KLHL1,0.0021284055
P2RX3,0.0021284055
BVES-AS1,0.0021284055
MESTIT1,0.0021284055
PNLDC1,0.0021284055
FFAR2,0.0021284055
U91328.3,0.0021284055
BX005019.1,0.0021033655
DNAH17,0.0021033655
PCDHGA10,0.0021033655
ARSG,0.0021033655
AL031777.3,0.0021033655
CYP7B1,0.0021033655
SPATA9,0.0021033655
FOXJ1,0.0021033655
AC013731.1,0.0021033655
IGHD,0.0021033655
ADORA1,0.0021033655
AC020656.2,0.0021033655
AL731537.1,0.0021033655
ZNF805,0.0021033655
ATG9B,0.0021033655
AC023632.2,0.0021033655
DBH,0.0021033655
GAS5-AS1,0.0021033655
ONECUT2,0.0021033655
AC234582.1,0.0021033655
AC239803.2,0.0021033655
LILRA2,0.0020783253
AL590705.1,0.0020783253
AMBP,0.0020783253
AC109446.3,0.0020783253
NFIA-AS2,0.0020783253
LINC00239,0.0020783253
LENG8-AS1,0.0020783253
AL021707.7,0.0020783253
AC009118.2,0.0020783253
U73166.1,0.0020783253
AC093827.4,0.0020783253
AL158063.1,0.0020783253
AP000880.1,0.0020783253
SOHLH2,0.0020783253
AL353194.1,0.0020783253
AL445228.2,0.0020783253
GZMM,0.0020532853
KTN1-AS1,0.0020532853
AC000403.1,0.0020532853
AQP12A,0.0020532853
SYCE2,0.0020532853
AC025176.1,0.0020532853
C11orf98,0.0020532853
AC009948.3,0.0020532853
FAM228A,0.0020532853
AC092587.1,0.0020532853
MSTN,0.0020532853
C4BPA,0.0020532853
FCRL1,0.0020532853
AC025283.2,0.0020532853
IDO1,0.0020532853
MS4A14,0.0020532853
AC007614.1,0.0020532853
IL21R,0.0020532853
DLX3,0.0020532853
AC023794.4,0.0020532853
AL365181.2,0.0020532853
FPR1,0.0020532853
ABCD2,0.0020532853
AC005070.3,0.0020532853
AC024909.2,0.0020532853
C15orf62,0.0020532853
AC145212.1,0.0020282452
STK24-AS1,0.0020282452
AC108471.2,0.0020282452
CNGB1,0.0020282452
AL451069.1,0.0020282452
AC127496.5,0.0020282452
NPTX1,0.0020282452
AC010761.1,0.0020282452
CACNG7,0.0020282452
RIBC1,0.0020282452
C12orf60,0.0020282452
DRICH1,0.0020282452
AC020656.1,0.0020282452
AC116407.1,0.0020282452
AL035587.1,0.0020282452
AVPR2,0.0020282452
KLHL32,0.0020282452
C6orf47-AS1,0.0020282452
AC123768.3,0.0020282452
GPR156,0.0020282452
ASAH2,0.0020282452
SHISA8,0.0020282452
ROS1,0.0020282452
GZMK,0.0020282452
LINC00951,0.0020282452
AP006748.1,0.0020282452
AP001453.1,0.0020032052
PTGDR2,0.0020032052
AL158152.1,0.0020032052
PKD1L1,0.0020032052
AP000692.2,0.0020032052
RIPPLY2,0.0020032052
CTSW,0.0020032052
AC104117.3,0.0020032052
CHRNA7,0.0020032052
NCR3,0.0020032052
FHAD1,0.0020032052
AC018529.1,0.0020032052
AARD,0.0020032052
AC092123.1,0.0020032052
MANEA-DT,0.0020032052
CAMK1G,0.0020032052
GRM8,0.0020032052
SLC9B1,0.0020032052
AL358072.1,0.0020032052
AL031316.1,0.0020032052
CLTRN,0.0020032052
RASGEF1A,0.0020032052
AC007009.1,0.001978165
KLHL41,0.001978165
AC010536.1,0.001978165
FLT3,0.001978165
C9orf50,0.001978165
CYP4F22,0.001978165
VWA7,0.001978165
GAD2,0.001978165
AC109361.1,0.001978165
KLB,0.001978165
IL12RB1,0.001978165
GP9,0.001978165
LINC00886,0.001978165
CCSER1,0.001978165
LINC01096,0.001978165
TGM3,0.001978165
AC148477.4,0.001978165
AP000808.1,0.001978165
AC007240.1,0.001978165
GRIN2C,0.001978165
RAD9B,0.001978165
AL157935.2,0.001978165
PANCR,0.001978165
XKRX,0.001978165
FAM201A,0.001978165
LINC01214,0.001978165
AL591848.4,0.001978165
KIRREL2,0.001978165
LINC01943,0.001978165
TMEM217,0.001978165
CCDC116,0.001978165
HAVCR1,0.001978165
AL359881.1,0.001953125
ENO4,0.001953125
AP002761.3,0.001953125
AL139260.1,0.001953125
Z93241.1,0.001953125
KANK4,0.001953125
SELENOV,0.001953125
IGFL2,0.001953125
AC011481.1,0.001953125
DNAJC28,0.001953125
AL162586.1,0.001953125
AC010680.3,0.001953125
LINC00472,0.001953125
TXK,0.001953125
QRFPR,0.001953125
AC067735.1,0.001953125
AC064807.2,0.001953125
WFDC3,0.001953125
AC010422.3,0.001953125
AC112220.4,0.001953125
AQP10,0.001953125
AL117335.1,0.001953125
AL034346.1,0.001953125
AC009570.1,0.001953125
AC002470.1,0.001953125
DMGDH,0.001953125
FAM239A,0.001953125
AC023355.1,0.0019280849
LINC01134,0.0019280849
SLC1A7,0.0019280849
LINC01595,0.0019280849
STAP1,0.0019280849
CCDC196,0.0019280849
AC005899.7,0.0019280849
HRASLS5,0.0019280849
SERPINA9,0.0019280849
TBC1D8,0.0019280849
CCL8,0.0019280849
KIF25-AS1,0.0019280849
GSG1,0.0019280849
CLUL1,0.0019280849
CNMD,0.0019280849
AC104031.1,0.0019280849
AL358852.1,0.0019280849
EDARADD,0.0019280849
ADAM32,0.0019280849
AC010538.1,0.0019280849
OSCAR,0.0019280849
LINC01424,0.0019030449
LINC02023,0.0019030449
AL158211.1,0.0019030449
SLC30A3,0.0019030449
FCRLB,0.0019030449
AC016252.1,0.0019030449
GALNT13,0.0019030449
BX293535.1,0.0019030449
AC005476.2,0.0019030449
AC008264.2,0.0019030449
AC239804.1,0.0019030449
LINC01971,0.0019030449
TAS1R3,0.0019030449
AC141928.1,0.0019030449
KCNT1,0.0019030449
ARX,0.0019030449
AC125494.2,0.0019030449
AC009902.3,0.0019030449
HOXC-AS1,0.0019030449
CYP2C19,0.0019030449
AC007228.2,0.0019030449
DEFB124,0.0019030449
AFM,0.0019030449
RIT2,0.0019030449
TEX29,0.0019030449
C15orf59-AS1,0.0018780048
GPR65,0.0018780048
KRT1,0.0018780048
HSD3B2,0.0018780048
AC005884.1,0.0018780048
ERVMER34-1,0.0018780048
CDH18,0.0018780048
LINC00242,0.0018780048
MYOZ2,0.0018780048
AC009509.4,0.0018780048
TACSTD2,0.0018780048
AL358781.1,0.0018780048
AP001059.2,0.0018780048
AC004839.1,0.0018780048
AL035530.2,0.0018780048
ITK,0.0018780048
ANKRD18A,0.0018780048
AC090517.4,0.0018780048
GPR1,0.0018780048
SERPINA10,0.0018780048
STARD4-AS1,0.0018780048
LINC00426,0.0018780048
VSIG8,0.0018780048
AL031673.1,0.0018780048
TIAF1,0.0018780048
DNMBP-AS1,0.0018780048
AC006213.1,0.0018529647
AC007566.1,0.0018529647
AC135048.3,0.0018529647
LINC01122,0.0018529647
TEKT2,0.0018529647
AL121749.1,0.0018529647
RTCA-AS1,0.0018529647
AP000802.1,0.0018529647
GALNT14,0.0018529647
SCHIP1,0.0018529647
AC022296.3,0.0018529647
AC120498.6,0.0018529647
ESYT3,0.0018529647
ZNF676,0.0018529647
CATSPERE,0.0018529647
CRYBB1,0.0018529647
AF129075.2,0.0018529647
UGT2B10,0.0018529647
KMO,0.0018529647
CCDC141,0.0018529647
TERC,0.0018529647
AQP5,0.0018529647
FAM90A1,0.0018529647
EPHA6,0.0018529647
FPR3,0.0018529647
FAM183A,0.0018529647
ASGR2,0.0018529647
EIF3CL,0.0018529647
AC126178.1,0.0018529647
AC104785.1,0.0018529647
AL355472.4,0.0018279246
AC068594.1,0.0018279246
LINC02362,0.0018279246
ZNF564,0.0018279246
PAX6,0.0018279246
AC254562.3,0.0018279246
GRID2,0.0018279246
AL118505.1,0.0018279246
AC079148.1,0.0018279246
AC010359.1,0.0018279246
MAP3K15,0.0018279246
AC090679.1,0.0018279246
CDH22,0.0018279246
RNASE2,0.0018279246
LILRA6,0.0018279246
AL121917.1,0.0018279246
AL158163.1,0.0018279246
PFN4,0.0018279246
C6orf223,0.0018279246
ATP6V1B1,0.0018279246
HASPIN,0.0018279246
AC110048.2,0.0018279246
CFAP46,0.0018279246
GATD3B,0.0018279246
DIO2,0.0018279246
MDH1B,0.0018279246
SH3TC2,0.0018279246
TDRD12,0.0018028846
AC138150.1,0.0018028846
CCL17,0.0018028846
AL157373.2,0.0018028846
USP2-AS1,0.0018028846
AC023908.3,0.0018028846
AC132872.2,0.0018028846
AMIGO3,0.0018028846
AC010491.1,0.0018028846
AP001043.1,0.0018028846
AC016590.3,0.0018028846
MMP1,0.0018028846
AC007952.7,0.0018028846
TDGF1,0.0018028846
VEPH1,0.0018028846
LY9,0.0018028846
TFAP2C,0.0018028846
AC126283.1,0.0018028846
ZDHHC19,0.0018028846
TLR7,0.0018028846
FNDC11,0.0018028846
LTA,0.0018028846
RNF224,0.0018028846
GSG1L,0.0017778445
ZNF410,0.0017778445
PMP2,0.0017778445
LPAR3,0.0017778445
ZCWPW2,0.0017778445
CCDC144NL-AS1,0.0017778445
LRRC18,0.0017778445
AL355385.1,0.0017778445
RCVRN,0.0017778445
NBPF10,0.0017778445
NRG4,0.0017778445
AL138820.1,0.0017778445
AC011306.1,0.0017778445
ZNF573,0.0017778445
AL136088.1,0.0017778445
SLCO5A1,0.0017778445
SIGLEC12,0.0017778445
AC106047.1,0.0017778445
AC097641.2,0.0017778445
MYLK2,0.0017778445
AC008897.3,0.0017778445
LINC00494,0.0017778445
AL450384.2,0.0017778445
MGAT4C,0.0017778445
CACNA1G-AS1,0.0017778445
SLITRK1,0.0017778445
POU5F1B,0.0017778445
LMO1,0.0017778445
AL122035.2,0.0017778445
C1orf127,0.0017778445
FAM151B,0.0017528045
PCDH15,0.0017528045
FAM138B,0.0017528045
AC008555.1,0.0017528045
PHOSPHO1,0.0017528045
CCDC169,0.0017528045
POU3F4,0.0017528045
AL139274.2,0.0017528045
PIK3CG,0.0017528045
AC007998.3,0.0017528045
AL160313.1,0.0017528045
SPINK2,0.0017528045
COL19A1,0.0017528045
GAS1RR,0.0017528045
PPEF1,0.0017528045
HS3ST6,0.0017528045
MMP3,0.0017528045
AC100786.1,0.0017528045
TMEM52B,0.0017528045
AC012213.4,0.0017528045
ANKK1,0.0017528045
KLHL14,0.0017528045
AC006027.1,0.0017528045
ABCG5,0.0017528045
TMSB4Y,0.0017528045
AF287957.1,0.0017528045
AC010542.5,0.0017528045
DHRS2,0.0017528045
AL390208.1,0.0017528045
PLAC8L1,0.0017528045
LINC02062,0.0017528045
AC012236.1,0.0017528045
CD274,0.0017277644
AC113383.1,0.0017277644
AC034102.8,0.0017277644
SFTA2,0.0017277644
LINC00910,0.0017277644
CCL26,0.0017277644
GAPT,0.0017277644
AC025259.3,0.0017277644
KRTAP5-7,0.0017277644
AC138207.2,0.0017277644
LY6E-DT,0.0017277644
NCR3LG1,0.0017277644
AC096733.2,0.0017277644
RASSF1-AS1,0.0017277644
AC009948.4,0.0017277644
AP1S3,0.0017277644
AL008723.3,0.0017277644
AC110597.1,0.0017027244
AC135012.3,0.0017027244
AC007878.1,0.0017027244
AC004889.1,0.0017027244
HIST1H2AL,0.0017027244
AC087742.1,0.0017027244
FBXO15,0.0017027244
FAM215B,0.0017027244
AC174065.1,0.0017027244
LINC01266,0.0017027244
C11orf53,0.0017027244
AL031430.1,0.0017027244
LINC00327,0.0017027244
MSMP,0.0017027244
AC079807.1,0.0017027244
AC008556.1,0.0017027244
AC025580.2,0.0017027244
MSH5,0.0017027244
AC139795.3,0.0017027244
AL109917.1,0.0017027244
ZMIZ1-AS1,0.0017027244
SFTPD,0.0017027244
MATN4,0.0017027244
PDXP,0.0017027244
PCDHA10,0.0017027244
AC097478.1,0.0017027244
C9orf43,0.0017027244
LINC01238-1,0.0017027244
GAS6-DT,0.0016776843
ZBP1,0.0016776843
EFCAB6,0.0016776843
TIGD3,0.0016776843
PCDH20,0.0016776843
C9orf47,0.0016776843
B3GALT5-AS1,0.0016776843
AC067747.1,0.0016776843
AC010894.2,0.0016776843
S100Z,0.0016776843
AC135050.3,0.0016776843
AC116366.3,0.0016776843
AL449403.1,0.0016776843
AC009961.1,0.0016776843
LINC01252,0.0016776843
AC005363.2,0.0016776843
CGB7,0.0016776843
Z99289.2,0.0016776843
LINC02012,0.0016776843
AL359555.4,0.0016776843
ST6GALNAC6,0.0016776843
C9orf163,0.0016776843
LRRC46,0.0016776843
SENCR,0.0016776843
AC012645.3,0.0016776843
CPNE9,0.0016776843
CU633906.2,0.0016526442
AC092140.2,0.0016526442
AC103770.1,0.0016526442
HAS2-AS1,0.0016526442
LINC02249,0.0016526442
ELFN1-AS1,0.0016526442
ERICH3,0.0016526442
LINC01778,0.0016526442
AL731661.1,0.0016526442
TUSC8,0.0016526442
AC011523.1,0.0016526442
ZNF730,0.0016526442
AC093484.3,0.0016526442
BX649601.1,0.0016526442
TCTEX1D4,0.0016526442
LINC01902,0.0016526442
GATA1,0.0016276041
AC022784.8,0.0016276041
CMTM2,0.0016276041
CSMD1,0.0016276041
SPTSSB,0.0016276041
GDF9,0.0016276041
AC073389.1,0.0016276041
PLCG1-AS1,0.0016276041
AC008676.1,0.0016276041
RNF39,0.0016276041
TIGIT,0.0016276041
AL121761.1,0.0016276041
FSTL4,0.0016276041
AICDA,0.0016276041
ZNF541,0.0016276041
AL135924.2,0.0016276041
FAM196A,0.0016276041
CLECL1,0.0016276041
CNTNAP5,0.0016276041
KLK6,0.0016276041
AC092687.3,0.0016276041
ZNF66,0.0016276041
TCEAL6,0.0016276041
TMEM31,0.0016276041
AC138028.6,0.0016276041
AC010624.2,0.0016276041
PAX5,0.0016276041
KCNK7,0.0016276041
BRINP1,0.0016276041
AC243830.2,0.0016276041
AL132780.2,0.0016276041
LINC00330,0.0016276041
AP000547.3,0.0016276041
AC006111.3,0.0016276041
SLC6A14,0.0016276041
PACSIN1,0.0016276041
PIK3IP1-AS1,0.0016276041
GPR82,0.0016025641
CARD14,0.0016025641
TSLP,0.0016025641
AL023806.1,0.0016025641
HSD3B1,0.0016025641
AC053503.5,0.0016025641
AL391121.1,0.0016025641
AC009148.1,0.0016025641
AC020909.2,0.0016025641
AC004801.6,0.0016025641
AC112229.3,0.0016025641
CCR2,0.0016025641
AL356356.1,0.0016025641
MYL7,0.0016025641
BX088651.4,0.0016025641
AC145207.2,0.0016025641
AC107959.1,0.0016025641
AL359643.2,0.0016025641
SFTA1P,0.0016025641
AC004492.1,0.0016025641
GSTM1,0.0016025641
ISM1,0.0016025641
IL10RB-DT,0.0016025641
AL138781.1,0.0016025641
AL033527.3,0.0016025641
MYOZ1,0.0016025641
AL627309.1,0.0016025641
REELD1,0.001577524
AC011815.1,0.001577524
AC134312.5,0.001577524
PRKCG,0.001577524
AL589765.7,0.001577524
NDUFB2-AS1,0.001577524
LINC00513,0.001577524
Z84485.1,0.001577524
ATOH7,0.001577524
MS4A10,0.001577524
KRT25,0.001577524
GLIS2-AS1,0.001577524
RSPH4A,0.001577524
PDCD1,0.001577524
AC012557.1,0.001577524
KCNA4,0.001577524
FAM178B,0.001577524
MAFA,0.001577524
AC026471.5,0.001577524
AC079610.2,0.001577524
MOBP,0.001577524
TBC1D8-AS1,0.001577524
AL157786.1,0.001577524
AC131025.1,0.001552484
LINC01770,0.001552484
USH1G,0.001552484
TTLL10,0.001552484
UBE2Q2L,0.001552484
PCDHGA11,0.001552484
AP001462.1,0.001552484
TNFRSF17,0.001552484
AC093635.1,0.001552484
AL512306.2,0.001552484
RNASEK-C17orf49,0.001552484
KRT14,0.001552484
KCNE2,0.001552484
TEX15,0.001552484
AC090510.1,0.001552484
GBP5,0.001552484
AL121772.3,0.001552484
VAX2,0.001552484
AC092794.2,0.001552484
APCDD1L,0.001552484
SLC26A4,0.001552484
AC254633.1,0.001552484
WFIKKN2,0.001552484
AC097662.1,0.001552484
TMEM190,0.001552484
LAMP3,0.001552484
AL354760.1,0.001552484
AC034198.2,0.001552484
AL109811.2,0.001552484
FPGT-TNNI3K,0.001552484
AC100830.3,0.0015274439
HDAC2-AS2,0.0015274439
LMF1-AS1,0.0015274439
AL162231.2,0.0015274439
AC005837.3,0.0015274439
AC007950.2,0.0015274439
AL159169.3,0.0015274439
ALK,0.0015274439
DDIT4L,0.0015274439
AC012640.4,0.0015274439
LINC01574,0.0015274439
CELA3B,0.0015274439
AC004951.1,0.0015274439
AC025031.4,0.0015274439
AL513218.1,0.0015274439
AC097359.3,0.0015274439
LINC00639,0.0015274439
AL356056.1,0.0015274439
CENPS-CORT,0.0015274439
PCP2,0.0015274439
TPRG1,0.0015274439
AC145285.2,0.0015274439
SHISA6,0.0015274439
CPA1,0.0015274439
ATP6V1FNB,0.0015274439
AC108865.2,0.0015274439
FAM72A,0.0015274439
AL592211.1,0.0015024039
MORN3,0.0015024039
TMEM207,0.0015024039
SND1-IT1,0.0015024039
HRASLS,0.0015024039
IQCH,0.0015024039
PKP1,0.0015024039
AL050343.2,0.0015024039
PCDHGA7,0.0015024039
MORF4L2-AS1,0.0015024039
AP000759.1,0.0015024039
LRRC8E,0.0015024039
OMG,0.0015024039
ADRB2,0.0015024039
MUSK,0.0015024039
AC111000.4,0.0015024039
TTC25,0.0015024039
AL445423.1,0.0015024039
CPB2-AS1,0.0015024039
AC093627.5,0.0015024039
AC234772.3,0.0015024039
TCP10L,0.0015024039
TPO,0.0015024039
AC005837.1,0.0015024039
AL162258.2,0.0014773638
AC092329.3,0.0014773638
GRM2,0.0014773638
RGS22,0.0014773638
AC078883.3,0.0014773638
PACERR,0.0014773638
AC117503.1,0.0014773638
AL024497.2,0.0014773638
CHST5,0.0014773638
AC006213.2,0.0014773638
SH2D1B,0.0014773638
AC012651.1,0.0014773638
